variable,cycle,table,raw_name,weight,description,category,in_dataset,units,chemical_family
INDFMPIR,1999-2000,DEMO,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2001-2002,DEMO_B,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2003-2004,DEMO_C,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2005-2006,DEMO_D,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2007-2008,DEMO_E,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2009-2010,DEMO_F,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2011-2012,DEMO_G,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2013-2014,DEMO_H,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2015-2016,DEMO_I,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDFMPIR,2017-2018,DEMO_J,,,Poverty income ratio (PIR) - a ratio of family income to poverty threshold,Demographics,Demographics,NA,NA
INDHHIN2,1999-2000,DEMO,INDHHINC,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2001-2002,DEMO_B,INDHHINC,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2003-2004,DEMO_C,INDHHINC,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2005-2006,DEMO_D,INDHHINC,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2007-2008,DEMO_E,,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2009-2010,DEMO_F,,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2011-2012,DEMO_G,,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2013-2014,DEMO_H,,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2015-2016,DEMO_I,,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
INDHHIN2,2017-2018,DEMO_J,,,Total household income (reported as a range value in dollars),Demographics,Demographics,NA,NA
MIAINTRP,2003-2004,DEMO_C,,,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographics,NA,NA
MIAINTRP,2005-2006,DEMO_D,,,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographics,NA,NA
MIAINTRP,2007-2008,DEMO_E,,,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographics,NA,NA
MIAINTRP,2009-2010,DEMO_F,,,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographics,NA,NA
MIAINTRP,2011-2012,DEMO_G,,,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographics,NA,NA
MIAINTRP,2013-2014,DEMO_H,,,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographics,NA,NA
MIAINTRP,2015-2016,DEMO_I,,,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographics,NA,NA
MIAINTRP,2017-2018,DEMO_J,,,Was an interpreter used to conduct the MEC CAPI interview?,Demographics,Demographics,NA,NA
MIALANG,2003-2004,DEMO_C,,,Language of the CAPI MEC Interview Instrument,Demographics,Demographics,NA,NA
MIALANG,2005-2006,DEMO_D,,,Language of the CAPI MEC Interview Instrument,Demographics,Demographics,NA,NA
MIALANG,2007-2008,DEMO_E,,,Language of the CAPI MEC Interview Instrument,Demographics,Demographics,NA,NA
MIALANG,2009-2010,DEMO_F,,,Language of the CAPI MEC Interview Instrument,Demographics,Demographics,NA,NA
MIALANG,2011-2012,DEMO_G,,,Language of the CAPI MEC Interview Instrument,Demographics,Demographics,NA,NA
MIALANG,2013-2014,DEMO_H,,,Language of the CAPI MEC Interview Instrument,Demographics,Demographics,NA,NA
MIALANG,2015-2016,DEMO_I,,,Language of the CAPI MEC Interview Instrument,Demographics,Demographics,NA,NA
MIALANG,2017-2018,DEMO_J,,,Language of the CAPI MEC Interview Instrument,Demographics,Demographics,NA,NA
MIAPROXY,2003-2004,DEMO_C,,,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographics,NA,NA
MIAPROXY,2005-2006,DEMO_D,,,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographics,NA,NA
MIAPROXY,2007-2008,DEMO_E,,,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographics,NA,NA
MIAPROXY,2009-2010,DEMO_F,,,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographics,NA,NA
MIAPROXY,2011-2012,DEMO_G,,,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographics,NA,NA
MIAPROXY,2013-2014,DEMO_H,,,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographics,NA,NA
MIAPROXY,2015-2016,DEMO_I,,,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographics,NA,NA
MIAPROXY,2017-2018,DEMO_J,,,Was a Proxy respondent used in conducting the MEC CAPI Interview?,Demographics,Demographics,NA,NA
RIAGENDR,1999-2000,DEMO,,,,Demographics,Dietary,NA,NA
RIAGENDR,2001-2002,DEMO_B,,,,Demographics,Dietary,NA,NA
RIAGENDR,2003-2004,DEMO_C,,,,Demographics,Dietary,NA,NA
RIAGENDR,2005-2006,DEMO_D,,,,Demographics,Dietary,NA,NA
RIAGENDR,2007-2008,DEMO_E,,,,Demographics,Dietary,NA,NA
RIAGENDR,2009-2010,DEMO_F,,,,Demographics,Dietary,NA,NA
RIAGENDR,2011-2012,DEMO_G,,,,Demographics,Dietary,NA,NA
RIAGENDR,2013-2014,DEMO_H,,,,Demographics,Dietary,NA,NA
RIAGENDR,2015-2016,DEMO_I,,,,Demographics,Dietary,NA,NA
RIAGENDR,2017-2018,DEMO_J,,,,Demographics,Dietary,NA,NA
RIDAGEMN,1999-2000,DEMO,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2001-2002,DEMO_B,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2003-2004,DEMO_C,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2005-2006,DEMO_D,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2007-2008,DEMO_E,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2009-2010,DEMO_F,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2011-2012,DEMO_G,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2013-2014,DEMO_H,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2015-2016,DEMO_I,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEMN,2017-2018,DEMO_J,,,Best age in months at date of screening.,Demographics,Demographics,NA,NA
RIDAGEYR,1999-2000,DEMO,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2001-2002,DEMO_B,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2003-2004,DEMO_C,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2005-2006,DEMO_D,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2007-2008,DEMO_E,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2009-2010,DEMO_F,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2011-2012,DEMO_G,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2013-2014,DEMO_H,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2015-2016,DEMO_I,,,,Demographics,Dietary,NA,NA
RIDAGEYR,2017-2018,DEMO_J,,,,Demographics,Dietary,NA,NA
RIDEXAGM,1999-2000,DEMO,RIDAGEEX,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2001-2002,DEMO_B,RIDAGEEX,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2003-2004,DEMO_C,RIDAGEEX,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2005-2006,DEMO_D,RIDAGEEX,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2007-2008,DEMO_E,RIDAGEEX,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2009-2010,DEMO_F,RIDAGEEX,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2011-2012,DEMO_G,,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2013-2014,DEMO_H,,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2015-2016,DEMO_I,,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGM,2017-2018,DEMO_J,,,Age in months of the participant at the time of MEC examination.,Demographics,Demographics,NA,NA
RIDEXAGY,2011-2012,DEMO_G,,,Age in years of the participant at the time of examination. Reported for persons aged 2-19 years at the time of screening.,Demographics,Demographics,NA,NA
RIDEXMON,1999-2000,DEMO,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2001-2002,DEMO_B,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2003-2004,DEMO_C,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2005-2006,DEMO_D,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2007-2008,DEMO_E,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2009-2010,DEMO_F,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2011-2012,DEMO_G,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2013-2014,DEMO_H,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2015-2016,DEMO_I,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXMON,2017-2018,DEMO_J,,,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",Demographics,Demographics,NA,NA
RIDEXPRG,1999-2000,DEMO,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2001-2002,DEMO_B,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2003-2004,DEMO_C,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2005-2006,DEMO_D,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2007-2008,DEMO_E,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2009-2010,DEMO_F,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2011-2012,DEMO_G,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2013-2014,DEMO_H,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2015-2016,DEMO_I,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDEXPRG,2017-2018,DEMO_J,,,Pregnancy status at the time of MEC exam.,Demographics,Demographics,NA,NA
RIDPREG,1999-2000,DEMO,,,Pregnancy status variable based on all source data. NOTE: This is the previous pregnancy status recode variable. RIDPREG is a more conservative pregnancy status variable. Please review the file documentation.,Demographics,Demographics,NA,NA
RIDPREG,2001-2002,DEMO_B,,,Pregnancy status variable based on all source data. NOTE: This is the previous pregnancy status recode variable. RIDPREG is a more conservative pregnancy status variable. Please review the file documentation.,Demographics,Demographics,NA,NA
RIDRETH1,1999-2000,DEMO,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2001-2002,DEMO_B,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2003-2004,DEMO_C,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2005-2006,DEMO_D,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2007-2008,DEMO_E,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2009-2010,DEMO_F,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2011-2012,DEMO_G,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2013-2014,DEMO_H,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2015-2016,DEMO_I,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH1,2017-2018,DEMO_J,,,Recode of reported race and Hispanic origin information,Demographics,Demographics,NA,NA
RIDRETH2,1999-2000,DEMO,,,Linked NH3 Race and Ethnicity Recode.,Demographics,Demographics,NA,NA
RIDRETH2,2001-2002,DEMO_B,,,Linked NH3 Race and Ethnicity Recode.,Demographics,Demographics,NA,NA
RIDRETH2,2003-2004,DEMO_C,,,Linked NH3 Race and Ethnicity Recode.,Demographics,Demographics,NA,NA
RIDRETH3,2011-2012,DEMO_G,,,"Recode of reported race and Hispanic origin information, with Non-Hispanic Asian Category",Demographics,Demographics,NA,NA
RIDRETH3,2013-2014,DEMO_H,,,"Recode of reported race and Hispanic origin information, with Non-Hispanic Asian Category",Demographics,Demographics,NA,NA
RIDRETH3,2015-2016,DEMO_I,,,"Recode of reported race and Hispanic origin information, with Non-Hispanic Asian Category",Demographics,Demographics,NA,NA
RIDRETH3,2017-2018,DEMO_J,,,"Recode of reported race and Hispanic origin information, with Non-Hispanic Asian Category",Demographics,Demographics,NA,NA
